sample,image_file,mask_file,dist_file,outlier
sample_0809,train\crops\sample_0809_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0809_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0809_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0809,train\crops\sample_0809_crop.nii.gz,train\crops\sample_0809_crop_label.nii.gz,train\dist_fields\sample_0809_distance_field_crop.nii.gz,0
sample_0808,train\crops\sample_0808_crop_warp_outlier.nii.gz,train\crops\sample_0808_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0808_distance_field_crop_warp_outlier.nii.gz,3
sample_0808,train\crops\sample_0808_crop_sphere_outlier_water.nii.gz,train\crops\sample_0808_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0808_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0808,train\crops\sample_0808_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0808_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0808_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0808,train\crops\sample_0808_crop.nii.gz,train\crops\sample_0808_crop_label.nii.gz,train\dist_fields\sample_0808_distance_field_crop.nii.gz,0
sample_0806,train\crops\sample_0806_crop_warp_outlier.nii.gz,train\crops\sample_0806_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0806_distance_field_crop_warp_outlier.nii.gz,3
sample_0806,train\crops\sample_0806_crop_sphere_outlier_water.nii.gz,train\crops\sample_0806_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0806_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0806,train\crops\sample_0806_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0806_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0806_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0806,train\crops\sample_0806_crop.nii.gz,train\crops\sample_0806_crop_label.nii.gz,train\dist_fields\sample_0806_distance_field_crop.nii.gz,0
sample_0805,train\crops\sample_0805_crop_warp_outlier.nii.gz,train\crops\sample_0805_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0805_distance_field_crop_warp_outlier.nii.gz,3
sample_0805,train\crops\sample_0805_crop_sphere_outlier_water.nii.gz,train\crops\sample_0805_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0805_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0805,train\crops\sample_0805_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0805_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0805_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0805,train\crops\sample_0805_crop.nii.gz,train\crops\sample_0805_crop_label.nii.gz,train\dist_fields\sample_0805_distance_field_crop.nii.gz,0
sample_0800,train\crops\sample_0800_crop_warp_outlier.nii.gz,train\crops\sample_0800_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0800_distance_field_crop_warp_outlier.nii.gz,3
sample_0800,train\crops\sample_0800_crop_sphere_outlier_water.nii.gz,train\crops\sample_0800_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0800_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0800,train\crops\sample_0800_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0800_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0800_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0800,train\crops\sample_0800_crop.nii.gz,train\crops\sample_0800_crop_label.nii.gz,train\dist_fields\sample_0800_distance_field_crop.nii.gz,0
sample_0796,train\crops\sample_0796_crop_warp_outlier.nii.gz,train\crops\sample_0796_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0796_distance_field_crop_warp_outlier.nii.gz,3
sample_0796,train\crops\sample_0796_crop_sphere_outlier_water.nii.gz,train\crops\sample_0796_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0796_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0796,train\crops\sample_0796_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0796_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0796_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0796,train\crops\sample_0796_crop.nii.gz,train\crops\sample_0796_crop_label.nii.gz,train\dist_fields\sample_0796_distance_field_crop.nii.gz,0
sample_0795,train\crops\sample_0795_crop_warp_outlier.nii.gz,train\crops\sample_0795_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0795_distance_field_crop_warp_outlier.nii.gz,3
sample_0795,train\crops\sample_0795_crop_sphere_outlier_water.nii.gz,train\crops\sample_0795_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0795_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0795,train\crops\sample_0795_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0795_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0795_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0795,train\crops\sample_0795_crop.nii.gz,train\crops\sample_0795_crop_label.nii.gz,train\dist_fields\sample_0795_distance_field_crop.nii.gz,0
sample_0794,train\crops\sample_0794_crop_warp_outlier.nii.gz,train\crops\sample_0794_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0794_distance_field_crop_warp_outlier.nii.gz,3
sample_0794,train\crops\sample_0794_crop_sphere_outlier_water.nii.gz,train\crops\sample_0794_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0794_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0794,train\crops\sample_0794_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0794_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0794_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0794,train\crops\sample_0794_crop.nii.gz,train\crops\sample_0794_crop_label.nii.gz,train\dist_fields\sample_0794_distance_field_crop.nii.gz,0
sample_0789,train\crops\sample_0789_crop_warp_outlier.nii.gz,train\crops\sample_0789_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0789_distance_field_crop_warp_outlier.nii.gz,3
sample_0789,train\crops\sample_0789_crop_sphere_outlier_water.nii.gz,train\crops\sample_0789_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0789_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0789,train\crops\sample_0789_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0789_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0789_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0789,train\crops\sample_0789_crop.nii.gz,train\crops\sample_0789_crop_label.nii.gz,train\dist_fields\sample_0789_distance_field_crop.nii.gz,0
sample_0785,train\crops\sample_0785_crop_warp_outlier.nii.gz,train\crops\sample_0785_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0785_distance_field_crop_warp_outlier.nii.gz,3
sample_0785,train\crops\sample_0785_crop_sphere_outlier_water.nii.gz,train\crops\sample_0785_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0785_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0785,train\crops\sample_0785_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0785_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0785_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0785,train\crops\sample_0785_crop.nii.gz,train\crops\sample_0785_crop_label.nii.gz,train\dist_fields\sample_0785_distance_field_crop.nii.gz,0
sample_0784,train\crops\sample_0784_crop_warp_outlier.nii.gz,train\crops\sample_0784_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0784_distance_field_crop_warp_outlier.nii.gz,3
sample_0784,train\crops\sample_0784_crop_sphere_outlier_water.nii.gz,train\crops\sample_0784_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0784_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0784,train\crops\sample_0784_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0784_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0784_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0784,train\crops\sample_0784_crop.nii.gz,train\crops\sample_0784_crop_label.nii.gz,train\dist_fields\sample_0784_distance_field_crop.nii.gz,0
sample_0783,train\crops\sample_0783_crop_warp_outlier.nii.gz,train\crops\sample_0783_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0783_distance_field_crop_warp_outlier.nii.gz,3
sample_0783,train\crops\sample_0783_crop_sphere_outlier_water.nii.gz,train\crops\sample_0783_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0783_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0783,train\crops\sample_0783_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0783_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0783_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0783,train\crops\sample_0783_crop.nii.gz,train\crops\sample_0783_crop_label.nii.gz,train\dist_fields\sample_0783_distance_field_crop.nii.gz,0
sample_0780,train\crops\sample_0780_crop_warp_outlier.nii.gz,train\crops\sample_0780_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0780_distance_field_crop_warp_outlier.nii.gz,3
sample_0780,train\crops\sample_0780_crop_sphere_outlier_water.nii.gz,train\crops\sample_0780_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0780_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0780,train\crops\sample_0780_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0780_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0780_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0780,train\crops\sample_0780_crop.nii.gz,train\crops\sample_0780_crop_label.nii.gz,train\dist_fields\sample_0780_distance_field_crop.nii.gz,0
sample_0778,train\crops\sample_0778_crop_warp_outlier.nii.gz,train\crops\sample_0778_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0778_distance_field_crop_warp_outlier.nii.gz,3
sample_0778,train\crops\sample_0778_crop_sphere_outlier_water.nii.gz,train\crops\sample_0778_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0778_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0778,train\crops\sample_0778_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0778_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0778_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0778,train\crops\sample_0778_crop.nii.gz,train\crops\sample_0778_crop_label.nii.gz,train\dist_fields\sample_0778_distance_field_crop.nii.gz,0
sample_0774,train\crops\sample_0774_crop_warp_outlier.nii.gz,train\crops\sample_0774_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0774_distance_field_crop_warp_outlier.nii.gz,3
sample_0774,train\crops\sample_0774_crop_sphere_outlier_water.nii.gz,train\crops\sample_0774_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0774_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0774,train\crops\sample_0774_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0774_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0774_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0774,train\crops\sample_0774_crop.nii.gz,train\crops\sample_0774_crop_label.nii.gz,train\dist_fields\sample_0774_distance_field_crop.nii.gz,0
sample_0773,train\crops\sample_0773_crop_warp_outlier.nii.gz,train\crops\sample_0773_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0773_distance_field_crop_warp_outlier.nii.gz,3
sample_0773,train\crops\sample_0773_crop_sphere_outlier_water.nii.gz,train\crops\sample_0773_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0773_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0773,train\crops\sample_0773_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0773_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0773_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0773,train\crops\sample_0773_crop.nii.gz,train\crops\sample_0773_crop_label.nii.gz,train\dist_fields\sample_0773_distance_field_crop.nii.gz,0
sample_0772,train\crops\sample_0772_crop_warp_outlier.nii.gz,train\crops\sample_0772_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0772_distance_field_crop_warp_outlier.nii.gz,3
sample_0772,train\crops\sample_0772_crop_sphere_outlier_water.nii.gz,train\crops\sample_0772_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0772_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0772,train\crops\sample_0772_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0772_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0772_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0772,train\crops\sample_0772_crop.nii.gz,train\crops\sample_0772_crop_label.nii.gz,train\dist_fields\sample_0772_distance_field_crop.nii.gz,0
sample_0770,train\crops\sample_0770_crop_warp_outlier.nii.gz,train\crops\sample_0770_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0770_distance_field_crop_warp_outlier.nii.gz,3
sample_0770,train\crops\sample_0770_crop_sphere_outlier_water.nii.gz,train\crops\sample_0770_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0770_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0770,train\crops\sample_0770_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0770_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0770_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0770,train\crops\sample_0770_crop.nii.gz,train\crops\sample_0770_crop_label.nii.gz,train\dist_fields\sample_0770_distance_field_crop.nii.gz,0
sample_0769,train\crops\sample_0769_crop_warp_outlier.nii.gz,train\crops\sample_0769_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0769_distance_field_crop_warp_outlier.nii.gz,3
sample_0769,train\crops\sample_0769_crop_sphere_outlier_water.nii.gz,train\crops\sample_0769_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0769_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0769,train\crops\sample_0769_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0769_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0769_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0769,train\crops\sample_0769_crop.nii.gz,train\crops\sample_0769_crop_label.nii.gz,train\dist_fields\sample_0769_distance_field_crop.nii.gz,0
sample_0767,train\crops\sample_0767_crop_warp_outlier.nii.gz,train\crops\sample_0767_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0767_distance_field_crop_warp_outlier.nii.gz,3
sample_0767,train\crops\sample_0767_crop_sphere_outlier_water.nii.gz,train\crops\sample_0767_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0767_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0767,train\crops\sample_0767_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0767_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0767_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0767,train\crops\sample_0767_crop.nii.gz,train\crops\sample_0767_crop_label.nii.gz,train\dist_fields\sample_0767_distance_field_crop.nii.gz,0
sample_0762,train\crops\sample_0762_crop_warp_outlier.nii.gz,train\crops\sample_0762_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0762_distance_field_crop_warp_outlier.nii.gz,3
sample_0762,train\crops\sample_0762_crop_sphere_outlier_water.nii.gz,train\crops\sample_0762_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0762_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0762,train\crops\sample_0762_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0762_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0762_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0762,train\crops\sample_0762_crop.nii.gz,train\crops\sample_0762_crop_label.nii.gz,train\dist_fields\sample_0762_distance_field_crop.nii.gz,0
sample_0761,train\crops\sample_0761_crop_warp_outlier.nii.gz,train\crops\sample_0761_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0761_distance_field_crop_warp_outlier.nii.gz,3
sample_0761,train\crops\sample_0761_crop_sphere_outlier_water.nii.gz,train\crops\sample_0761_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0761_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0761,train\crops\sample_0761_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0761_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0761_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0761,train\crops\sample_0761_crop.nii.gz,train\crops\sample_0761_crop_label.nii.gz,train\dist_fields\sample_0761_distance_field_crop.nii.gz,0
sample_0760,train\crops\sample_0760_crop_warp_outlier.nii.gz,train\crops\sample_0760_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0760_distance_field_crop_warp_outlier.nii.gz,3
sample_0760,train\crops\sample_0760_crop_sphere_outlier_water.nii.gz,train\crops\sample_0760_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0760_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0760,train\crops\sample_0760_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0760_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0760_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0760,train\crops\sample_0760_crop.nii.gz,train\crops\sample_0760_crop_label.nii.gz,train\dist_fields\sample_0760_distance_field_crop.nii.gz,0
sample_0759,train\crops\sample_0759_crop_warp_outlier.nii.gz,train\crops\sample_0759_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0759_distance_field_crop_warp_outlier.nii.gz,3
sample_0759,train\crops\sample_0759_crop_sphere_outlier_water.nii.gz,train\crops\sample_0759_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0759_distance_field_crop_sphere_outlier_water.nii.gz,2
